,name,boss_num,prog_time,guild_name
5,Lady Inerva Darkvein,5,27.7778,Distopia
6,The Council of Blood,6,33.33336,Distopia
7,Sludgefist,7,22.22224,Distopia
8,Stone Legion Generals,8,66.66672,Distopia
9,Sire Denathrius,9,55.5556,Distopia
0,Shriekwing,0,5.55556,Yes Lads
1,Huntsman Altimor,1,5.55556,Yes Lads
2,Hungering Destroyer,2,5.55556,Yes Lads
3,Sun King's Salvation,3,11.11112,Yes Lads
4,Artificer Xy'mox,4,11.11112,Yes Lads
5,Lady Inerva Darkvein,5,5.55556,Yes Lads
6,The Council of Blood,6,16.66668,Yes Lads
7,Sludgefist,7,19.44446,Yes Lads
8,Stone Legion Generals,8,52.77782,Yes Lads
9,Sire Denathrius,9,25.00002,Yes Lads
0,Shriekwing,0,11.11112,Stormwall
1,Huntsman Altimor,1,5.55556,Stormwall
2,Hungering Destroyer,2,16.66668,Stormwall
3,Sun King's Salvation,3,5.55556,Stormwall
4,Artificer Xy'mox,4,22.22224,Stormwall
5,Lady Inerva Darkvein,5,11.11112,Stormwall
6,The Council of Blood,6,27.7778,Stormwall
7,Sludgefist,7,36.11114,Stormwall
8,Stone Legion Generals,8,44.44448,Stormwall
9,Sire Denathrius,9,47.22226,Stormwall
0,Shriekwing,0,5.55556,Pescorus
1,Huntsman Altimor,1,16.66668,Pescorus
2,Hungering Destroyer,2,5.55556,Pescorus
3,Sun King's Salvation,3,16.66668,Pescorus
4,Artificer Xy'mox,4,16.66668,Pescorus
5,Lady Inerva Darkvein,5,0.0,Pescorus
6,The Council of Blood,6,33.33336,Pescorus
7,Sludgefist,7,38.88892,Pescorus
8,Stone Legion Generals,8,72.22228,Pescorus
9,Sire Denathrius,9,63.88894,Pescorus
0,Shriekwing,0,5.55556,Htag La carpe
1,Huntsman Altimor,1,5.55556,Htag La carpe
2,Hungering Destroyer,2,11.11112,Htag La carpe
3,Sun King's Salvation,3,11.11112,Htag La carpe
4,Artificer Xy'mox,4,5.55556,Htag La carpe
5,Lady Inerva Darkvein,5,5.55556,Htag La carpe
6,The Council of Blood,6,22.22224,Htag La carpe
7,Sludgefist,7,19.44446,Htag La carpe
8,Stone Legion Generals,8,0.0,Htag La carpe
0,Shriekwing,0,0.0,Loot FTW
1,Huntsman Altimor,1,0.0,Loot FTW
2,Hungering Destroyer,2,11.11112,Loot FTW
3,Sun King's Salvation,3,5.55556,Loot FTW
4,Artificer Xy'mox,4,16.66668,Loot FTW
5,Lady Inerva Darkvein,5,27.7778,Loot FTW
6,The Council of Blood,6,22.22224,Loot FTW
7,Sludgefist,7,27.7778,Loot FTW
8,Stone Legion Generals,8,69.4445,Loot FTW
9,Sire Denathrius,9,66.66672,Loot FTW
0,Shriekwing,0,0.0,Semantics
1,Huntsman Altimor,1,11.11112,Semantics
2,Hungering Destroyer,2,16.66668,Semantics
3,Sun King's Salvation,3,11.11112,Semantics
4,Artificer Xy'mox,4,27.7778,Semantics
5,Lady Inerva Darkvein,5,11.11112,Semantics
6,The Council of Blood,6,38.88892,Semantics
7,Sludgefist,7,27.7778,Semantics
8,Stone Legion Generals,8,77.77784,Semantics
9,Sire Denathrius,9,61.11116,Semantics
0,Shriekwing,0,5.55556,Denial of Service
1,Huntsman Altimor,1,5.55556,Denial of Service
2,Hungering Destroyer,2,22.22224,Denial of Service
3,Sun King's Salvation,3,5.55556,Denial of Service
4,Artificer Xy'mox,4,16.66668,Denial of Service
5,Lady Inerva Darkvein,5,16.66668,Denial of Service
6,The Council of Blood,6,22.22224,Denial of Service
7,Sludgefist,7,33.33336,Denial of Service
8,Stone Legion Generals,8,27.7778,Denial of Service
9,Sire Denathrius,9,55.5556,Denial of Service
0,Shriekwing,0,0.0,yeehaw
1,Huntsman Altimor,1,5.55556,yeehaw
2,Hungering Destroyer,2,13.8889,yeehaw
3,Sun King's Salvation,3,11.11112,yeehaw
4,Artificer Xy'mox,4,11.11112,yeehaw
5,Lady Inerva Darkvein,5,16.66668,yeehaw
6,The Council of Blood,6,13.8889,yeehaw
0,Shriekwing,0,11.11112,Raiding Rainbows
1,Huntsman Altimor,1,5.55556,Raiding Rainbows
2,Hungering Destroyer,2,11.11112,Raiding Rainbows
3,Sun King's Salvation,3,16.66668,Raiding Rainbows
4,Artificer Xy'mox,4,16.66668,Raiding Rainbows
5,Lady Inerva Darkvein,5,22.22224,Raiding Rainbows
6,The Council of Blood,6,33.33336,Raiding Rainbows
7,Sludgefist,7,33.33336,Raiding Rainbows
8,Stone Legion Generals,8,86.11118,Raiding Rainbows
9,Sire Denathrius,9,94.44452,Raiding Rainbows
0,Shriekwing,0,11.11112,Epic Wipe
1,Huntsman Altimor,1,0.0,Epic Wipe
2,Hungering Destroyer,2,5.55556,Epic Wipe
3,Sun King's Salvation,3,5.55556,Epic Wipe
4,Artificer Xy'mox,4,11.11112,Epic Wipe
5,Lady Inerva Darkvein,5,5.55556,Epic Wipe
6,The Council of Blood,6,27.7778,Epic Wipe
7,Sludgefist,7,55.5556,Epic Wipe
8,Stone Legion Generals,8,50.00004,Epic Wipe
9,Sire Denathrius,9,113.88898,Epic Wipe
0,Shriekwing,0,5.55556,Synthesis
1,Huntsman Altimor,1,5.55556,Synthesis
2,Hungering Destroyer,2,22.22224,Synthesis
3,Sun King's Salvation,3,27.7778,Synthesis
4,Artificer Xy'mox,4,61.11112,Synthesis
5,Lady Inerva Darkvein,5,16.66668,Synthesis
6,The Council of Blood,6,77.7778,Synthesis
7,Sludgefist,7,80.55557,Synthesis
8,Stone Legion Generals,8,111.11112,Synthesis
9,Sire Denathrius,9,80.55558,Synthesis
0,Shriekwing,0,5.55556,Twisted Vortex
1,Huntsman Altimor,1,16.66668,Twisted Vortex
2,Hungering Destroyer,2,13.8889,Twisted Vortex
3,Sun King's Salvation,3,16.66668,Twisted Vortex
4,Artificer Xy'mox,4,16.66668,Twisted Vortex
5,Lady Inerva Darkvein,5,5.55556,Twisted Vortex
6,The Council of Blood,6,16.66668,Twisted Vortex
7,Sludgefist,7,22.22224,Twisted Vortex
8,Stone Legion Generals,8,38.88892,Twisted Vortex
9,Sire Denathrius,9,27.7778,Twisted Vortex
0,Shriekwing,0,0.0,Fun Detected
1,Huntsman Altimor,1,11.11112,Fun Detected
2,Hungering Destroyer,2,11.11112,Fun Detected
3,Sun King's Salvation,3,11.11112,Fun Detected
4,Artificer Xy'mox,4,22.22224,Fun Detected
5,Lady Inerva Darkvein,5,5.55556,Fun Detected
6,The Council of Blood,6,38.88892,Fun Detected
7,Sludgefist,7,22.22224,Fun Detected
8,Stone Legion Generals,8,94.44452,Fun Detected
9,Sire Denathrius,9,77.77784,Fun Detected
0,Shriekwing,0,11.11112,Scythe
1,Huntsman Altimor,1,0.0,Scythe
2,Hungering Destroyer,2,27.7778,Scythe
3,Sun King's Salvation,3,16.66668,Scythe
4,Artificer Xy'mox,4,30.55558,Scythe
5,Lady Inerva Darkvein,5,22.22224,Scythe
6,The Council of Blood,6,33.33336,Scythe
7,Sludgefist,7,27.7778,Scythe
8,Stone Legion Generals,8,61.11116,Scythe
9,Sire Denathrius,9,55.5556,Scythe
0,Shriekwing,0,11.11112,Moisty Boyz
1,Huntsman Altimor,1,0.0,Moisty Boyz
2,Hungering Destroyer,2,16.66668,Moisty Boyz
3,Sun King's Salvation,3,5.55556,Moisty Boyz
4,Artificer Xy'mox,4,16.66668,Moisty Boyz
5,Lady Inerva Darkvein,5,5.55556,Moisty Boyz
6,The Council of Blood,6,33.33336,Moisty Boyz
7,Sludgefist,7,61.11116,Moisty Boyz
8,Stone Legion Generals,8,75.00006,Moisty Boyz
9,Sire Denathrius,9,77.77784,Moisty Boyz
0,Shriekwing,0,0.0,Anger
1,Huntsman Altimor,1,0.0,Anger
2,Hungering Destroyer,2,16.66668,Anger
3,Sun King's Salvation,3,11.11112,Anger
4,Artificer Xy'mox,4,8.33334,Anger
5,Lady Inerva Darkvein,5,5.55556,Anger
6,The Council of Blood,6,22.22224,Anger
7,Sludgefist,7,38.88892,Anger
8,Stone Legion Generals,8,119.4445,Anger
9,Sire Denathrius,9,80.55562,Anger
0,Shriekwing,0,0.0,Drainlife
1,Huntsman Altimor,1,5.55556,Drainlife
2,Hungering Destroyer,2,22.22224,Drainlife
3,Sun King's Salvation,3,11.11112,Drainlife
4,Artificer Xy'mox,4,27.7778,Drainlife
5,Lady Inerva Darkvein,5,16.66668,Drainlife
6,The Council of Blood,6,44.44448,Drainlife
7,Sludgefist,7,27.7778,Drainlife
8,Stone Legion Generals,8,88.88896,Drainlife
9,Sire Denathrius,9,113.88898,Drainlife
0,Shriekwing,0,5.55556,Nascent
1,Huntsman Altimor,1,11.11112,Nascent
2,Hungering Destroyer,2,16.66668,Nascent
3,Sun King's Salvation,3,22.22224,Nascent
4,Artificer Xy'mox,4,80.55557,Nascent
5,Lady Inerva Darkvein,5,11.11112,Nascent
6,The Council of Blood,6,22.22224,Nascent
7,Sludgefist,7,38.88892,Nascent
8,Stone Legion Generals,8,155.55564,Nascent
9,Sire Denathrius,9,244.44448,Nascent
0,Shriekwing,0,11.11112,Proud Manlets
1,Huntsman Altimor,1,0.0,Proud Manlets
2,Hungering Destroyer,2,8.33334,Proud Manlets
3,Sun King's Salvation,3,5.55556,Proud Manlets
4,Artificer Xy'mox,4,38.88892,Proud Manlets
5,Lady Inerva Darkvein,5,0.0,Proud Manlets
6,The Council of Blood,6,19.44446,Proud Manlets
7,Sludgefist,7,22.22224,Proud Manlets
8,Stone Legion Generals,8,50.00004,Proud Manlets
9,Sire Denathrius,9,116.66672,Proud Manlets
0,Shriekwing,0,5.55556,Obsidium
1,Huntsman Altimor,1,0.0,Obsidium
2,Hungering Destroyer,2,11.11112,Obsidium
3,Sun King's Salvation,3,22.22224,Obsidium
4,Artificer Xy'mox,4,16.66668,Obsidium
5,Lady Inerva Darkvein,5,11.11112,Obsidium
6,The Council of Blood,6,38.88892,Obsidium
7,Sludgefist,7,33.33336,Obsidium
8,Stone Legion Generals,8,72.22228,Obsidium
9,Sire Denathrius,9,108.33342,Obsidium
0,Shriekwing,0,0.0,Decidedly Uncouth
1,Huntsman Altimor,1,11.11112,Decidedly Uncouth
2,Hungering Destroyer,2,16.66668,Decidedly Uncouth
3,Sun King's Salvation,3,16.66668,Decidedly Uncouth
4,Artificer Xy'mox,4,16.66668,Decidedly Uncouth
5,Lady Inerva Darkvein,5,11.11112,Decidedly Uncouth
6,The Council of Blood,6,27.7778,Decidedly Uncouth
7,Sludgefist,7,30.55558,Decidedly Uncouth
8,Stone Legion Generals,8,50.00004,Decidedly Uncouth
9,Sire Denathrius,9,72.22228,Decidedly Uncouth
0,Shriekwing,0,0.0,Edict
1,Huntsman Altimor,1,11.11112,Edict
2,Hungering Destroyer,2,5.55556,Edict
3,Sun King's Salvation,3,50.0,Edict
4,Artificer Xy'mox,4,11.11112,Edict
5,Lady Inerva Darkvein,5,22.22224,Edict
6,The Council of Blood,6,30.55558,Edict
7,Sludgefist,7,38.88892,Edict
8,Stone Legion Generals,8,55.5556,Edict
9,Sire Denathrius,9,55.5556,Edict
0,Shriekwing,0,5.55556,Aero
1,Huntsman Altimor,1,11.11112,Aero
2,Hungering Destroyer,2,5.55556,Aero
3,Sun King's Salvation,3,33.33336,Aero
4,Artificer Xy'mox,4,130.55558,Aero
5,Lady Inerva Darkvein,5,22.22224,Aero
6,The Council of Blood,6,116.66667,Aero
7,Sludgefist,7,55.55556,Aero
8,Stone Legion Generals,8,194.44448,Aero
9,Sire Denathrius,9,288.88892,Aero
0,Shriekwing,0,5.55556,SIGKILL
1,Huntsman Altimor,1,11.11112,SIGKILL
2,Hungering Destroyer,2,27.7778,SIGKILL
3,Sun King's Salvation,3,33.33336,SIGKILL
4,Artificer Xy'mox,4,27.7778,SIGKILL
5,Lady Inerva Darkvein,5,11.11112,SIGKILL
6,The Council of Blood,6,38.88892,SIGKILL
7,Sludgefist,7,30.55558,SIGKILL
8,Stone Legion Generals,8,61.11116,SIGKILL
9,Sire Denathrius,9,86.11117,SIGKILL
0,Shriekwing,0,5.55556,Adoration
1,Huntsman Altimor,1,5.55556,Adoration
2,Hungering Destroyer,2,11.11112,Adoration
3,Sun King's Salvation,3,55.55556,Adoration
4,Artificer Xy'mox,4,44.44448,Adoration
5,Lady Inerva Darkvein,5,16.66668,Adoration
6,The Council of Blood,6,72.22224,Adoration
7,Sludgefist,7,77.7778,Adoration
8,Stone Legion Generals,8,197.2223,Adoration
9,Sire Denathrius,9,152.77786,Adoration
0,Shriekwing,0,5.55556,Pogwarts
1,Huntsman Altimor,1,0.0,Pogwarts
2,Hungering Destroyer,2,0.0,Pogwarts
3,Sun King's Salvation,3,5.55556,Pogwarts
4,Artificer Xy'mox,4,5.55556,Pogwarts
5,Lady Inerva Darkvein,5,13.8889,Pogwarts
6,The Council of Blood,6,22.22224,Pogwarts
7,Sludgefist,7,19.44446,Pogwarts
8,Stone Legion Generals,8,41.6667,Pogwarts
9,Sire Denathrius,9,58.33338,Pogwarts
0,Shriekwing,0,2.77778,月刃
1,Huntsman Altimor,1,0.0,月刃
2,Hungering Destroyer,2,0.0,月刃
3,Sun King's Salvation,3,5.55556,月刃
4,Artificer Xy'mox,4,0.0,月刃
5,Lady Inerva Darkvein,5,2.77778,月刃
6,The Council of Blood,6,8.33334,月刃
7,Sludgefist,7,8.33334,月刃
8,Stone Legion Generals,8,11.11112,月刃
9,Sire Denathrius,9,8.33334,月刃
0,Shriekwing,0,2.77778,Frenzied Apes
1,Huntsman Altimor,1,0.0,Frenzied Apes
2,Hungering Destroyer,2,0.0,Frenzied Apes
3,Sun King's Salvation,3,0.0,Frenzied Apes
4,Artificer Xy'mox,4,0.0,Frenzied Apes
5,Lady Inerva Darkvein,5,0.0,Frenzied Apes
6,The Council of Blood,6,0.0,Frenzied Apes
7,Sludgefist,7,8.33334,Frenzied Apes
8,Stone Legion Generals,8,5.55556,Frenzied Apes
9,Sire Denathrius,9,0.0,Frenzied Apes
0,Shriekwing,0,0.0,Shelter
1,Huntsman Altimor,1,0.0,Shelter
2,Hungering Destroyer,2,0.0,Shelter
3,Sun King's Salvation,3,0.0,Shelter
4,Artificer Xy'mox,4,0.0,Shelter
5,Lady Inerva Darkvein,5,2.77778,Shelter
6,The Council of Blood,6,2.77778,Shelter
7,Sludgefist,7,11.11112,Shelter
8,Stone Legion Generals,8,25.00002,Shelter
9,Sire Denathrius,9,19.44446,Shelter
0,Shriekwing,0,5.55556,Tiras Valesh
1,Huntsman Altimor,1,5.55556,Tiras Valesh
2,Hungering Destroyer,2,5.55556,Tiras Valesh
3,Sun King's Salvation,3,2.77778,Tiras Valesh
4,Artificer Xy'mox,4,11.11112,Tiras Valesh
5,Lady Inerva Darkvein,5,5.55556,Tiras Valesh
6,The Council of Blood,6,5.55556,Tiras Valesh
7,Sludgefist,7,11.11112,Tiras Valesh
8,Stone Legion Generals,8,30.55558,Tiras Valesh
9,Sire Denathrius,9,27.7778,Tiras Valesh
0,Shriekwing,0,2.77778,Orden Inmortal
1,Huntsman Altimor,1,2.77778,Orden Inmortal
2,Hungering Destroyer,2,5.55556,Orden Inmortal
3,Sun King's Salvation,3,2.77778,Orden Inmortal
4,Artificer Xy'mox,4,5.55556,Orden Inmortal
5,Lady Inerva Darkvein,5,5.55556,Orden Inmortal
6,The Council of Blood,6,19.44446,Orden Inmortal
7,Sludgefist,7,22.22224,Orden Inmortal
8,Stone Legion Generals,8,27.7778,Orden Inmortal
9,Sire Denathrius,9,36.11114,Orden Inmortal
0,Shriekwing,0,0.0,ToYz
1,Huntsman Altimor,1,2.77778,ToYz
2,Hungering Destroyer,2,8.33334,ToYz
3,Sun King's Salvation,3,5.55556,ToYz
4,Artificer Xy'mox,4,2.77778,ToYz
5,Lady Inerva Darkvein,5,2.77778,ToYz
6,The Council of Blood,6,11.11112,ToYz
7,Sludgefist,7,8.33334,ToYz
8,Stone Legion Generals,8,19.44446,ToYz
9,Sire Denathrius,9,27.7778,ToYz
0,Hungering Destroyer,2,2.77778,One Tier Stand
1,Stone Legion Generals,8,2.77778,One Tier Stand
2,Sire Denathrius,9,0.0,One Tier Stand
0,Shriekwing,0,0.0,Reload Dark
1,Huntsman Altimor,1,0.0,Reload Dark
2,Hungering Destroyer,2,16.66668,Reload Dark
3,Sun King's Salvation,3,0.0,Reload Dark
4,Artificer Xy'mox,4,2.77778,Reload Dark
5,Lady Inerva Darkvein,5,2.77778,Reload Dark
6,The Council of Blood,6,2.77778,Reload Dark
7,Sludgefist,7,11.11112,Reload Dark
8,Stone Legion Generals,8,30.55558,Reload Dark
9,Sire Denathrius,9,50.00004,Reload Dark
0,Shriekwing,0,0.0,nVus
1,Huntsman Altimor,1,5.55556,nVus
2,Hungering Destroyer,2,2.77778,nVus
3,Sun King's Salvation,3,8.33334,nVus
4,Artificer Xy'mox,4,11.11112,nVus
5,Lady Inerva Darkvein,5,2.77778,nVus
6,The Council of Blood,6,13.8889,nVus
7,Sludgefist,7,16.66668,nVus
8,Stone Legion Generals,8,27.7778,nVus
9,Sire Denathrius,9,36.11114,nVus
0,Shriekwing,0,0.0,Ultra Instinct
1,Huntsman Altimor,1,8.33334,Ultra Instinct
2,Hungering Destroyer,2,2.77778,Ultra Instinct
3,Sun King's Salvation,3,2.77778,Ultra Instinct
4,Artificer Xy'mox,4,13.8889,Ultra Instinct
5,Lady Inerva Darkvein,5,2.77778,Ultra Instinct
6,The Council of Blood,6,13.8889,Ultra Instinct
7,Sludgefist,7,11.11112,Ultra Instinct
8,Stone Legion Generals,8,30.55558,Ultra Instinct
9,Sire Denathrius,9,27.7778,Ultra Instinct
0,Shriekwing,0,0.0,GordoTiburonSi
1,Huntsman Altimor,1,0.0,GordoTiburonSi
2,Hungering Destroyer,2,8.33334,GordoTiburonSi
3,Sun King's Salvation,3,5.55556,GordoTiburonSi
4,Artificer Xy'mox,4,2.77778,GordoTiburonSi
5,Lady Inerva Darkvein,5,11.11112,GordoTiburonSi
6,The Council of Blood,6,13.8889,GordoTiburonSi
7,Sludgefist,7,16.66668,GordoTiburonSi
8,Stone Legion Generals,8,25.00002,GordoTiburonSi
9,Sire Denathrius,9,30.55558,GordoTiburonSi
0,Shriekwing,0,5.55556,Insight
1,Huntsman Altimor,1,16.66668,Insight
2,Hungering Destroyer,2,13.8889,Insight
3,Sun King's Salvation,3,16.66668,Insight
4,Artificer Xy'mox,4,13.8889,Insight
5,Lady Inerva Darkvein,5,11.11112,Insight
6,The Council of Blood,6,30.55558,Insight
7,Sludgefist,7,36.11114,Insight
8,Stone Legion Generals,8,63.88892,Insight
9,Sire Denathrius,9,130.55562,Insight
0,Shriekwing,0,2.77778,Blur
1,Huntsman Altimor,1,2.77778,Blur
2,Hungering Destroyer,2,5.55556,Blur
3,Sun King's Salvation,3,5.55556,Blur
4,Artificer Xy'mox,4,5.55556,Blur
5,Lady Inerva Darkvein,5,2.77778,Blur
6,The Council of Blood,6,2.77778,Blur
7,Sludgefist,7,8.33334,Blur
8,Stone Legion Generals,8,22.22224,Blur
9,Sire Denathrius,9,27.7778,Blur
0,Shriekwing,0,2.77778,Divergence
1,Huntsman Altimor,1,0.0,Divergence
2,Hungering Destroyer,2,5.55556,Divergence
3,Sun King's Salvation,3,2.77778,Divergence
4,Artificer Xy'mox,4,13.8889,Divergence
5,Lady Inerva Darkvein,5,8.33334,Divergence
6,The Council of Blood,6,38.8889,Divergence
7,Sludgefist,7,5.55556,Divergence
8,Stone Legion Generals,8,27.7778,Divergence
9,Sire Denathrius,9,27.7778,Divergence
0,Shriekwing,0,0.0,Wined N Dined
1,Huntsman Altimor,1,5.55556,Wined N Dined
2,Hungering Destroyer,2,2.77778,Wined N Dined
3,Sun King's Salvation,3,11.11112,Wined N Dined
4,Artificer Xy'mox,4,5.55556,Wined N Dined
5,Lady Inerva Darkvein,5,8.33334,Wined N Dined
6,The Council of Blood,6,16.66668,Wined N Dined
7,Sludgefist,7,8.33334,Wined N Dined
8,Stone Legion Generals,8,30.55558,Wined N Dined
9,Sire Denathrius,9,30.55558,Wined N Dined
0,Shriekwing,0,0.0,Defenestrate
1,Huntsman Altimor,1,5.55556,Defenestrate
2,Hungering Destroyer,2,25.0,Defenestrate
3,Sun King's Salvation,3,22.22222,Defenestrate
4,Artificer Xy'mox,4,2.77778,Defenestrate
5,Lady Inerva Darkvein,5,5.55556,Defenestrate
6,The Council of Blood,6,58.33334,Defenestrate
7,Sludgefist,7,47.22222,Defenestrate
8,Stone Legion Generals,8,86.11112,Defenestrate
9,Sire Denathrius,9,61.11112,Defenestrate
0,Shriekwing,0,2.77778,DMG
1,Huntsman Altimor,1,5.55556,DMG
2,Hungering Destroyer,2,5.55556,DMG
3,Sun King's Salvation,3,5.55556,DMG
4,Artificer Xy'mox,4,8.33334,DMG
5,Lady Inerva Darkvein,5,22.22222,DMG
6,The Council of Blood,6,36.11112,DMG
7,Sludgefist,7,72.22221,DMG
8,Stone Legion Generals,8,72.22224,DMG
9,Sire Denathrius,9,41.66668,DMG
0,Shriekwing,0,11.11112,Nerd Rage
1,Huntsman Altimor,1,8.33334,Nerd Rage
2,Hungering Destroyer,2,38.8889,Nerd Rage
3,Sun King's Salvation,3,30.55556,Nerd Rage
4,Artificer Xy'mox,4,36.11112,Nerd Rage
5,Lady Inerva Darkvein,5,97.22222,Nerd Rage
6,The Council of Blood,6,113.8889,Nerd Rage
7,Sludgefist,7,77.77778,Nerd Rage
8,Stone Legion Generals,8,188.88892,Nerd Rage
9,Sire Denathrius,9,183.33334,Nerd Rage
0,Shriekwing,0,0.0,Ascension
1,Huntsman Altimor,1,2.77778,Ascension
2,Hungering Destroyer,2,2.77778,Ascension
3,Sun King's Salvation,3,0.0,Ascension
4,Artificer Xy'mox,4,2.77778,Ascension
5,Lady Inerva Darkvein,5,0.0,Ascension
6,The Council of Blood,6,2.77778,Ascension
7,Sludgefist,7,5.55556,Ascension
8,Stone Legion Generals,8,2.77778,Ascension
9,Sire Denathrius,9,5.55556,Ascension
0,Shriekwing,0,2.77778,Goodlife
1,Huntsman Altimor,1,2.77778,Goodlife
2,Hungering Destroyer,2,8.33334,Goodlife
3,Sun King's Salvation,3,11.11112,Goodlife
4,Artificer Xy'mox,4,5.55556,Goodlife
5,Lady Inerva Darkvein,5,13.8889,Goodlife
6,The Council of Blood,6,16.66668,Goodlife
7,Sludgefist,7,11.11112,Goodlife
8,Stone Legion Generals,8,27.7778,Goodlife
9,Sire Denathrius,9,33.33336,Goodlife
0,Shriekwing,0,5.55556,Perseus
1,Huntsman Altimor,1,0.0,Perseus
2,Hungering Destroyer,2,22.22224,Perseus
3,Sun King's Salvation,3,11.11112,Perseus
4,Artificer Xy'mox,4,27.7778,Perseus
5,Lady Inerva Darkvein,5,16.66668,Perseus
6,The Council of Blood,6,50.00004,Perseus
7,Sludgefist,7,50.00004,Perseus
8,Stone Legion Generals,8,100.00004,Perseus
9,Sire Denathrius,9,116.66672,Perseus
0,Shriekwing,0,13.8889,Speakeasy
1,Huntsman Altimor,1,0.0,Speakeasy
2,Hungering Destroyer,2,11.11112,Speakeasy
3,Sun King's Salvation,3,16.66668,Speakeasy
4,Artificer Xy'mox,4,16.66668,Speakeasy
5,Lady Inerva Darkvein,5,11.11112,Speakeasy
6,The Council of Blood,6,22.22224,Speakeasy
7,Sludgefist,7,61.11112,Speakeasy
8,Stone Legion Generals,8,138.88892,Speakeasy
9,Sire Denathrius,9,180.55558,Speakeasy
0,Shriekwing,0,0.0,Disconnect
1,Huntsman Altimor,1,5.55556,Disconnect
2,Hungering Destroyer,2,55.55556,Disconnect
3,Sun King's Salvation,3,44.44444,Disconnect
4,Artificer Xy'mox,4,97.22222,Disconnect
5,Lady Inerva Darkvein,5,5.55556,Disconnect
6,The Council of Blood,6,233.33332,Disconnect
7,Sludgefist,7,122.22224,Disconnect
8,Stone Legion Generals,8,180.55558,Disconnect
9,Sire Denathrius,9,224.22224,Disconnect
0,Shriekwing,0,16.66668,Guild of Stoven
1,Huntsman Altimor,1,0.0,Guild of Stoven
2,Hungering Destroyer,2,11.11112,Guild of Stoven
3,Sun King's Salvation,3,11.11112,Guild of Stoven
4,Artificer Xy'mox,4,16.66668,Guild of Stoven
5,Lady Inerva Darkvein,5,11.11112,Guild of Stoven
6,The Council of Blood,6,16.66668,Guild of Stoven
7,Sludgefist,7,11.11112,Guild of Stoven
8,Stone Legion Generals,8,47.22226,Guild of Stoven
9,Sire Denathrius,9,79.77784,Guild of Stoven
0,Shriekwing,0,0.0,the long nap
1,Huntsman Altimor,1,0.0,the long nap
2,Hungering Destroyer,2,0.0,the long nap
3,Sun King's Salvation,3,0.0,the long nap
4,Artificer Xy'mox,4,0.0,the long nap
5,Lady Inerva Darkvein,5,0.0,the long nap
6,The Council of Blood,6,0.0,the long nap
7,Sludgefist,7,0.0,the long nap
8,Stone Legion Generals,8,5.55556,the long nap
9,Sire Denathrius,9,2.77778,the long nap
0,Shriekwing,0,5.55556,Barbershop Quartet
1,Huntsman Altimor,1,0.0,Barbershop Quartet
2,Hungering Destroyer,2,16.66668,Barbershop Quartet
3,Sun King's Salvation,3,11.11112,Barbershop Quartet
4,Artificer Xy'mox,4,25.00002,Barbershop Quartet
5,Lady Inerva Darkvein,5,11.11112,Barbershop Quartet
6,The Council of Blood,6,33.33336,Barbershop Quartet
7,Sludgefist,7,27.7778,Barbershop Quartet
8,Stone Legion Generals,8,55.5556,Barbershop Quartet
9,Sire Denathrius,9,63.88894,Barbershop Quartet
0,Shriekwing,0,5.55556,Merely A Setback
1,Huntsman Altimor,1,13.8889,Merely A Setback
2,Hungering Destroyer,2,0.0,Merely A Setback
3,Sun King's Salvation,3,16.66668,Merely A Setback
4,Artificer Xy'mox,4,27.7778,Merely A Setback
5,Lady Inerva Darkvein,5,11.11112,Merely A Setback
6,The Council of Blood,6,33.33336,Merely A Setback
7,Sludgefist,7,27.7778,Merely A Setback
8,Stone Legion Generals,8,33.33336,Merely A Setback
9,Sire Denathrius,9,22.22224,Merely A Setback
0,Shriekwing,0,5.55556,Hideout
1,Huntsman Altimor,1,5.55556,Hideout
2,Hungering Destroyer,2,0.0,Hideout
3,Sun King's Salvation,3,0.0,Hideout
4,The Council of Blood,6,0.0,Hideout
5,Sludgefist,7,0.0,Hideout
0,Shriekwing,0,0.0,Nyratic and Dytonic
1,Huntsman Altimor,1,5.55556,Nyratic and Dytonic
2,Hungering Destroyer,2,22.22224,Nyratic and Dytonic
3,Sun King's Salvation,3,22.22224,Nyratic and Dytonic
4,Artificer Xy'mox,4,16.66668,Nyratic and Dytonic
5,Lady Inerva Darkvein,5,16.66668,Nyratic and Dytonic
6,The Council of Blood,6,33.33336,Nyratic and Dytonic
7,Sludgefist,7,30.55558,Nyratic and Dytonic
8,Stone Legion Generals,8,94.44452,Nyratic and Dytonic
9,Sire Denathrius,9,133.33344,Nyratic and Dytonic
0,Shriekwing,0,5.55556,Fangs of Fenris
1,Huntsman Altimor,1,5.55556,Fangs of Fenris
2,Hungering Destroyer,2,11.11112,Fangs of Fenris
3,Sun King's Salvation,3,16.66668,Fangs of Fenris
4,Artificer Xy'mox,4,16.66668,Fangs of Fenris
5,Lady Inerva Darkvein,5,16.66668,Fangs of Fenris
6,The Council of Blood,6,16.66668,Fangs of Fenris
7,Sludgefist,7,22.22224,Fangs of Fenris
8,Stone Legion Generals,8,41.6667,Fangs of Fenris
9,Sire Denathrius,9,72.22228,Fangs of Fenris
0,Shriekwing,0,0.0,Skepsis
1,Huntsman Altimor,1,5.55556,Skepsis
2,Hungering Destroyer,2,16.66668,Skepsis
3,Sun King's Salvation,3,22.22224,Skepsis
4,Artificer Xy'mox,4,16.66668,Skepsis
5,Lady Inerva Darkvein,5,8.33334,Skepsis
